Tool,Platform,Encryption_Speed (ms),Decryption_Speed (ms),CPU_Usage (%),Memory_Usage (MB),Security_Level,Compatibility
ChaCha20,iOS,19.14,8.08,82.81,480.13,High,Low
Twofish,Linux,7.92,18.32,82.03,227.53,Low,Medium
Blowfish,iOS,13.92,12.57,51.13,380,Low,Medium
ECC,iOS,15.53,3.54,64.59,377.9,High,High
Blowfish,Android,16.62,10.1,64.38,140.12,Medium,Medium
Twofish,Linux,19.02,15.61,84.44,290.22,High,Low
RSA,Windows,7.63,16.29,48.25,448.21,Low,High
ECC,Windows,17.45,10.9,34.79,242.85,Low,Low
RSA,MacOS,4.37,18.11,33.85,473.11,High,Low
AES,Windows,14.69,6.82,58.26,115.08,Medium,Medium
RSA,Android,15.36,9.39,50.42,46.34,Medium,Low
AES,iOS,14.2,18.17,49.61,446.81,Low,Medium
AES,iOS,6.54,18.13,18.2,425.36,High,Low
RSA,iOS,17.71,14.34,74.67,496.37,High,High
ECC,Linux,5.04,17.46,29.24,342.9,Low,Low
Twofish,Windows,2.97,3.6,27.73,468.98,High,Medium
Blowfish,Android,14.91,17.57,47.15,415.21,Low,Low
Blowfish,Linux,10.56,7.77,30.5,423.77,Medium,Medium
Twofish,MacOS,17.28,5.21,62.55,288.88,Medium,Medium
ChaCha20,Android,8.9,6.31,43.43,197.36,High,High
ChaCha20,Android,5.03,9.52,50.4,467.93,Medium,Medium
AES,Android,17.06,6.52,58.35,221.74,Medium,High
AES,iOS,11.88,7.77,28.32,274.02,Low,High
ECC,Android,5.41,4.43,24.02,228.6,Low,Low
DES,Windows,14.97,7.33,89.24,286.76,High,High
RSA,Android,11.2,12.3,49.04,240.55,Low,Medium
AES,iOS,12.88,9.95,47.09,33.5,High,Medium
Blowfish,Android,10.3,8.24,13.21,442.2,High,High
ECC,MacOS,16.92,15.44,54.82,227.75,Low,Low
RSA,MacOS,16.93,18.08,59.88,298.58,Medium,High
ECC,iOS,14.77,15.62,60.3,78.2,Medium,High
RSA,Windows,3.9,7.98,73.63,11.66,Medium,Medium
RSA,Windows,17.1,15.4,25.97,130.19,Medium,Low
Twofish,Linux,14.08,4.74,32.7,355.25,High,Low
AES,iOS,14.55,4.35,82.97,58.61,Medium,Low
ECC,Android,8.53,8.22,95.25,455.35,High,Low
ECC,iOS,17.83,16.54,22.23,115.36,Low,Medium
Twofish,Linux,15.06,6.43,54.79,110.25,Low,Low
Blowfish,iOS,4.03,3.14,29.28,98.94,High,Low
Blowfish,iOS,9.34,4.37,15.41,16.85,Medium,Low
ChaCha20,Linux,17.95,17.46,39.3,388.18,High,Medium
AES,Windows,2.85,13.41,22.93,438.77,Medium,Medium
AES,Android,19.31,6.56,73.89,310.94,Medium,Low
DES,Linux,14.22,12,58.04,102.22,High,Medium
Twofish,MacOS,13.36,11.5,22.95,149.79,High,High
Blowfish,Windows,6.87,13.8,10.83,243.2,Medium,Low
RSA,MacOS,6.48,6.2,82.73,477.63,High,Medium
ECC,Windows,18.96,17.56,25.86,131.2,Medium,Low
AES,Android,7.37,7.57,64.56,368.51,High,Low
ECC,Android,15.96,14.49,40.32,225.33,Low,Medium
ECC,iOS,9.08,2.29,62.69,155.95,Medium,High
DES,MacOS,4.51,8.71,38.41,233.4,Low,Low
Blowfish,Windows,2.19,8.33,17.82,44.89,High,High
AES,Android,11.8,11.78,30.07,401.36,Low,Medium
ECC,Linux,19.56,3.31,26.93,129.22,High,Low
AES,Android,8.64,16.22,48.52,365.45,Medium,Medium
RSA,Linux,8.43,5.92,69.25,43.49,High,Medium
DES,Windows,8.19,14.19,33.74,478,High,Medium
RSA,Android,11.37,16.46,11.09,104.58,Medium,Medium
AES,Android,9.93,12.11,56.7,442.54,High,Low
ChaCha20,Windows,17.84,15.34,64.52,406.64,Medium,High
AES,Android,11.1,13.91,96.66,484.25,High,High
Blowfish,Linux,11.14,8.4,63.05,244.17,Medium,Low
ECC,Android,4.49,16.56,52.41,366.42,Low,Low
ECC,MacOS,19.69,7.3,61.61,191.65,High,High
RSA,iOS,6.5,12.28,93.51,100.34,High,High
DES,Linux,3.32,15.42,84.55,227.11,High,Low
ChaCha20,MacOS,13.94,8.82,39.07,91.22,Medium,Medium
Twofish,Windows,12.72,7.45,31.35,491.2,High,Low
ECC,Linux,9.47,10.27,33.64,57.16,Medium,High
Blowfish,iOS,9.6,16.72,55.4,298.71,High,Medium
RSA,iOS,16.13,18.74,76.96,316.97,Low,High
RSA,Windows,5.52,11.81,55.29,273.66,High,Medium
Twofish,Windows,16.76,13.91,16.1,334.47,Low,High
Blowfish,Linux,13.68,18.26,75.12,66.93,Medium,Medium
DES,Android,9.54,3.77,82.54,281.96,Low,Low
Blowfish,Windows,10.24,6.18,36.05,150.73,High,Low
DES,Android,6.62,14.76,69.77,470.69,High,Medium
Blowfish,MacOS,15.54,16.83,48.39,383.42,Medium,Medium
Blowfish,iOS,11.23,17.43,90.02,486.53,High,Low
AES,Android,7.78,9.47,86.07,28.4,High,Low
RSA,iOS,12.73,3.61,57.29,149.72,Medium,Medium
